Biomename,Udvardy ,Perimeter,Provname,Biome,Realm,Realmprov,Udvardy,Area,Province,latitude,longitude
Tundra communities,225.0,0.289,Higharctic Tundra,09,2.0,226,295.0,0.003,26,72.4261016845703,80.7498588562012
Mixed island systems,984.0,0.22,Micronesian,13,5.0,502,974.0,0.003,02,18.7632551193237,145.676727294922
Tundra communities,227.0,0.399,Higharctic Tundra,09,2.0,226,353.0,0.003,26,71.9949340820312,128.739372253418
Temperate needle-leaf forests / Woodlands,456.0,0.245,West Eurasian Taiga,03,2.0,203,1751.0,0.003,03,59.9907989501953,5.12155771255493
Tropical dry forests / Woodlands,1591.0,0.211,Northern Coastal,04,6.0,603,1336.0,0.003,03,-12.100700378418,132.378593444824
Tropical dry forests / Woodlands,836.0,0.226,Sinaloan,04,8.0,813,668.0,0.003,13,28.7030153274536,-112.57430267334
Sub-tropical / Temperate rain forests / Woodlands,1850.0,0.255,Valdivian Forest,02,8.0,810,1495.0,0.003,10,-45.801700592041,-73.8685035705566
Mixed island systems,986.0,0.31,Lesser Antillean,13,8.0,841,738.0,0.003,41,18.7194576263428,-64.338550567627
Evergreen Sclerophyllous forests,787.0,0.3,Californian,06,1.0,107,1812.0,0.003,07,34.0429859161377,-120.358150482178
Sub-tropical / Temperate rain forests / Woodlands,1867.0,0.24,Chilean Nothofagus,02,8.0,811,1507.0,0.003,11,-47.8498649597168,-74.616340637207
Mixed island systems,1001.0,0.242,Greater Antillean,13,8.0,840,747.0,0.003,40,18.0806159973145,-67.8893775939941
Mixed island systems,843.0,0.257,Ryukyu Islands,13,2.0,241,957.0,0.003,41,28.3209295272827,129.961555480957
Tropical dry forests / Woodlands,1378.0,0.229,Equadorian Dry Forest,04,8.0,819,1086.0,0.003,19,-2.556276679039,-79.7669525146484
Mixed island systems,1690.0,0.219,Central Polynesian,13,5.0,505,1069.0,0.003,05,-19.7490434646606,-175.066055297852
Tropical humid forests,1352.0,0.227,Madeiran,01,8.0,806,1103.0,0.003,06,-1.69749611616135,-49.5000057220459
Mixed island systems,910.0,0.275,Bahamas-Bermudean,13,8.0,838,709.0,0.003,38,23.0830821990967,-73.7510032653809
Tropical humid forests,1310.0,0.241,Madeiran,01,8.0,806,1092.0,0.003,06,-0.583173274993896,-47.7339057922363
Mixed island systems,1688.0,0.264,New Caledonian,13,5.0,506,1414.0,0.003,06,-19.7334747314453,163.668144226074
Tropical dry forests / Woodlands,1150.0,0.28,Central American,04,8.0,816,789.0,0.003,16,9.38469123840332,-82.2795753479004
Mixed island systems,1605.0,0.213,East Melanesian,13,5.0,507,1404.0,0.003,07,-13.5206999778748,167.331893920898
Mixed island systems,1273.0,0.26,Galapagos Islands,13,8.0,844,1897.0,0.003,44,0.597200095653534,-90.7705535888672
Temperate needle-leaf forests / Woodlands,567.0,0.331,East Siberian Taiga,03,2.0,204,601.0,0.003,04,54.6743583679199,136.339736938477
Sub-tropical / Temperate rain forests / Woodlands,1924.0,0.233,Chilean Nothofagus,02,8.0,811,1559.0,0.003,11,-51.5117416381836,-74.9429512023926
Temperate broad-leaf forests,569.0,0.327,Middle European Forest,05,2.0,211,543.0,0.003,11,54.5385341644287,13.1035566329956
Tundra communities,249.0,0.284,Higharctic Tundra,09,2.0,226,298.0,0.003,26,70.959114074707,82.9954299926758
Warm deserts / semi-deserts,900.0,0.246,Thar Desert,07,4.0,415,843.0,0.003,15,24.0297651290894,67.4162712097168
Tropical dry forests / Woodlands,1170.0,0.242,Central American,04,8.0,816,793.0,0.003,16,8.1971116065979,-82.2620697021484
Temperate broad-leaf forests,582.0,0.263,Middle European Forest,05,2.0,211,547.0,0.003,11,53.9978427886963,11.4287281036377
Mixed island systems,1615.0,0.23,Central Polynesian,13,5.0,505,1053.0,0.003,05,-14.2492818832397,-169.490768432617
Mixed island systems,1232.0,0.215,Maldives and Chagos Islands,13,4.0,418,860.0,0.003,18,3.25517988204956,73.4138679504395
Sub-tropical / Temperate rain forests / Woodlands,1949.0,0.214,Chilean Nothofagus,02,8.0,811,1581.0,0.003,11,-52.4599380493164,-74.5765113830566
Mixed mountain systems,1954.0,0.214,Southern Andean,12,8.0,837,1584.0,0.003,37,-52.6737518310547,-70.5011711120605
Tropical dry forests / Woodlands,1621.0,0.324,Northern Coastal,04,6.0,603,1345.0,0.003,03,-14.8577799797058,129.536750793457
Mixed island systems,995.0,0.441,Lesser Antillean,13,8.0,841,743.0,0.003,41,18.2178230285645,-63.0774478912354
Sub-tropical / Temperate rain forests / Woodlands,1956.0,0.354,Chilean Nothofagus,02,8.0,811,1587.0,0.003,11,-52.8538589477539,-70.701114654541
Tropical dry forests / Woodlands,1623.0,0.212,Northern Coastal,04,6.0,603,1346.0,0.003,03,-14.8648648262024,135.738151550293
Sub-tropical / Temperate rain forests / Woodlands,1958.0,0.246,Chilean Nothofagus,02,8.0,811,1589.0,0.003,11,-52.9394969940186,-73.5396041870117
Mixed island systems,1213.0,0.24,Borneo,13,4.0,425,930.0,0.003,25,4.72374486923218,107.969249725342
Mixed island systems,1207.0,0.244,Philippines,13,4.0,426,1030.0,0.003,26,5.39538908004761,125.373413085938
Warm deserts / semi-deserts,874.0,0.327,Arabian Desert,07,2.0,219,833.0,0.003,19,25.7533798217773,36.5667247772217
Mixed island systems,1658.0,0.301,East Melanesian,13,5.0,507,1411.0,0.003,07,-17.1081991195679,177.22859954834
Cold-winter deserts,875.0,0.266,Anatolian-Iranian Desert,08,2.0,220,834.0,0.003,20,25.6565780639648,50.7689151763916
Mixed island systems,890.0,0.245,Cuban,13,8.0,839,701.0,0.003,39,24.6352186203003,-81.5459938049316
Warm deserts / semi-deserts,877.0,0.21,Arabian Desert,07,2.0,219,835.0,0.003,19,25.6208667755127,36.5210285186768
Mixed island systems,1183.0,0.343,Micronesian,13,5.0,502,1022.0,0.003,02,7.26422262191772,134.402046203613
Temperate broad-leaf forests,630.0,0.232,Kamchatkan,05,2.0,207,649.0,0.003,07,52.0156764984131,178.142646789551
Tropical dry forests / Woodlands,1632.0,0.257,Northern Coastal,04,6.0,603,1351.0,0.003,03,-15.2797250747681,124.395156860352
Sub-tropical / Temperate rain forests / Woodlands,1999.0,0.287,Chilean Nothofagus,02,8.0,811,1626.0,0.003,11,-55.4283256530762,-69.5536499023438
Tundra communities,2006.0,0.263,Insulantarctica,09,7.0,704,1638.0,0.003,04,-56.7565116882324,-27.2771139144897
Mixed island systems,1647.0,0.203,Southeastern Polynesian,13,5.0,504,1081.0,0.003,04,-16.1342163085938,-146.363655090332
Tropical dry forests / Woodlands,1579.0,0.262,Northern Coastal,04,6.0,603,1326.0,0.003,03,-11.4943051338196,133.451904296875
Sub-tropical / Temperate rain forests / Woodlands,1805.0,0.284,Valdivian Forest,02,8.0,810,1452.0,0.004,10,-44.167501449585,-74.3225631713867
Mixed island systems,1381.0,0.243,Papuan,13,5.0,501,1367.0,0.004,01,-2.63180601596832,151.994804382324
Mixed island systems,993.0,0.381,Lesser Antillean,13,8.0,841,742.0,0.004,41,18.3376760482788,-64.9236946105957
Mixed island systems,1442.0,0.245,Papuan,13,5.0,501,1969.0,0.004,01,-5.42319560050964,148.108299255371
Sub-tropical / Temperate rain forests / Woodlands,1870.0,0.27,Chilean Nothofagus,02,8.0,811,1513.0,0.004,11,-47.9787425994873,-74.7713356018066
Tundra communities,637.0,0.347,Aleutian Islands,09,1.0,112,399.0,0.004,12,51.8762340545654,-176.02702331543
Mixed island systems,1445.0,0.341,Sulawesi (Celebes),13,4.0,424,1249.0,0.004,24,-5.53431105613708,123.758750915527
Mixed island systems,947.0,0.347,Bahamas-Bermudean,13,8.0,838,724.0,0.004,38,21.6988725662231,-71.521312713623
Sub-tropical / Temperate rain forests / Woodlands,1898.0,0.281,Chilean Nothofagus,02,8.0,811,1540.0,0.004,11,-50.3627643585205,-75.047679901123
Sub-tropical / Temperate rain forests / Woodlands,1808.0,0.246,Valdivian Forest,02,8.0,810,1454.0,0.004,10,-44.2701301574707,-73.7139701843262
Tropical dry forests / Woodlands,1626.0,0.261,Northern Coastal,04,6.0,603,1347.0,0.004,03,-14.9838900566101,124.902648925781
Tropical dry forests / Woodlands,1089.0,0.269,Venezuelan Dry Forest,04,8.0,817,777.0,0.004,17,11.8546361923218,-64.5941581726074
Tropical humid forests,1316.0,0.264,Madeiran,01,8.0,806,1094.0,0.004,06,-0.687056690454483,-47.9176464080811
Mixed island systems,1341.0,0.252,Papuan,13,5.0,501,1187.0,0.004,01,-1.40277796983719,127.324699401855
Sub-tropical / Temperate rain forests / Woodlands,1791.0,0.261,Valdivian Forest,02,8.0,810,1443.0,0.004,10,-42.276403427124,-73.1223793029785
Mixed island systems,1670.0,0.253,Central Polynesian,13,5.0,505,1062.0,0.004,05,-18.2171821594238,-178.797416687012
Sub-tropical / Temperate rain forests / Woodlands,1911.0,0.377,Chilean Nothofagus,02,8.0,811,1550.0,0.004,11,-51.1471576690674,-74.6899185180664
Tropical humid forests,1194.0,0.382,Guyanan,01,8.0,804,805.0,0.004,04,6.81534790992737,-58.5205516815186
Sub-tropical / Temperate rain forests / Woodlands,1788.0,0.298,Valdivian Forest,02,8.0,810,1441.0,0.004,10,-41.8032646179199,-73.0615615844727
Mixed island systems,1477.0,0.259,Papuan,13,5.0,501,1369.0,0.004,01,-7.35708427429199,155.561752319336
Sub-tropical / Temperate rain forests / Woodlands,785.0,0.251,Japanese Evergreen Forest,02,2.0,202,630.0,0.004,02,34.0667343139648,139.527214050293
Tropical humid forests,1683.0,0.263,Queensland Coastal,01,6.0,601,1361.0,0.004,01,-19.1350049972534,146.821899414062
Tundra communities,246.0,0.452,Greenland Tundra,09,1.0,116,135.0,0.004,16,71.0621719360352,-25.4630336761475
Mixed mountain systems,403.0,0.25,Scottish Highlands,12,2.0,231,143.0,0.004,31,62.2715244293213,-6.32778549194336
Sub-tropical / Temperate rain forests / Woodlands,1863.0,0.321,Chilean Nothofagus,02,8.0,811,1508.0,0.004,11,-47.8304233551025,-74.4634284973145
Tundra communities,301.0,0.268,Lowarctic Tundra,09,2.0,227,265.0,0.004,27,68.9736022949219,54.6392440795898
Tropical dry forests / Woodlands,1602.0,0.275,Northern Coastal,04,6.0,603,1339.0,0.004,03,-13.4644441604614,136.161750793457
Sub-tropical / Temperate rain forests / Woodlands,1849.0,0.252,Valdivian Forest,02,8.0,810,1494.0,0.004,10,-45.7789077758789,-74.5375289916992
Sub-tropical / Temperate rain forests / Woodlands,1812.0,0.273,Valdivian Forest,02,8.0,810,1460.0,0.004,10,-44.3626556396484,-74.1565017700195
Tundra communities,132.0,0.404,Higharctic Tundra,09,2.0,226,319.0,0.004,26,76.4060173034668,112.61665725708
Tropical grasslands / Savannas,1372.0,0.281,Babacu,10,8.0,829,1108.0,0.004,29,-2.30567252635956,-43.6914005279541
Tropical humid forests,1695.0,0.303,Queensland Coastal,01,6.0,601,1993.0,0.004,01,-20.1063947677612,148.929244995117
Mixed island systems,1596.0,0.275,East Melanesian,13,5.0,507,1404.0,0.004,07,-13.1227803230286,166.543106079102
Tropical dry forests / Woodlands,879.0,0.469,Sinaloan,04,8.0,813,677.0,0.004,13,25.4103307723999,-108.898880004883
Sub-tropical / Temperate rain forests / Woodlands,1984.0,0.258,Chilean Nothofagus,02,8.0,811,1611.0,0.004,11,-54.7371101379395,-71.5918388366699
Mixed island systems,1711.0,0.28,Southeastern Polynesian,13,5.0,504,1070.0,0.004,04,-21.220196723938,-159.787307739258
Temperate needle-leaf forests / Woodlands,478.0,0.356,West Eurasian Taiga,03,2.0,203,1773.0,0.004,03,59.1049976348877,5.65683269500732
Temperate needle-leaf forests / Woodlands,553.0,0.274,East Siberian Taiga,03,2.0,204,598.0,0.004,04,55.0646152496338,138.368225097656
Tropical humid forests,1127.0,0.256,Indochinese Rainforest,01,4.0,405,902.0,0.004,05,10.5706882476807,106.891330718994
Tundra communities,1922.0,0.279,Insulantarctica,09,7.0,704,2018.0,0.004,04,-51.3194103240967,-59.96217918396
Sub-tropical / Temperate rain forests / Woodlands,1931.0,0.283,Chilean Nothofagus,02,8.0,811,1563.0,0.004,11,-51.8084716796875,-74.6815490722656
Warm deserts / semi-deserts,1370.0,0.243,Somalian,07,3.0,314,1134.0,0.004,14,-2.28859484195709,40.881254196167
Sub-tropical / Temperate rain forests / Woodlands,1961.0,0.456,Chilean Nothofagus,02,8.0,811,1590.0,0.004,11,-53.1620349884033,-73.8616180419922
Tropical dry forests / Woodlands,1583.0,0.307,Northern Coastal,04,6.0,603,1327.0,0.004,03,-11.6202797889709,133.419700622559
Tropical dry forests / Woodlands,1169.0,0.275,Central American,04,8.0,816,792.0,0.004,16,8.2476658821106,-82.3801345825195
Tropical dry forests / Woodlands,1054.0,0.243,Central American,04,8.0,816,769.0,0.004,16,13.3356733322144,-87.6113471984863
Sub-tropical / Temperate rain forests / Woodlands,1891.0,0.273,Chilean Nothofagus,02,8.0,811,1533.0,0.004,11,-49.5042266845703,-75.5229263305664
Temperate grasslands,1773.0,0.342,Argentinian Pampas,11,8.0,831,1438.0,0.004,31,-39.0357608795166,-62.0426845550537
Temperate needle-leaf forests / Woodlands,453.0,0.248,West Eurasian Taiga,03,2.0,203,1748.0,0.004,03,60.044828414917,5.37267112731934
Mixed island systems,1218.0,0.271,Borneo,13,4.0,425,932.0,0.004,25,4.46110939979553,118.711505889893
Tropical humid forests,1116.0,0.265,Indochinese Rainforest,01,4.0,405,899.0,0.004,05,10.8313388824463,98.5165977478027
Mixed island systems,1245.0,0.336,Borneo,13,4.0,425,948.0,0.004,25,2.24624955654144,118.604446411133
Mixed island systems,1515.0,0.402,Papuan,13,5.0,501,1382.0,0.004,01,-8.26555824279785,157.093002319336
Evergreen Sclerophyllous forests,1771.0,0.348,Eastern Sclerophyll,06,6.0,606,1644.0,0.004,06,-38.7745895385742,146.552749633789
Tundra communities,330.0,0.574,Canadian Tundra,09,1.0,114,48.0,0.004,14,67.8914680480957,-110.948776245117
Mixed island systems,1223.0,0.439,Philippines,13,4.0,426,1032.0,0.004,26,3.94527697563171,126.663848876953
Mixed island systems,1224.0,0.294,Borneo,13,4.0,425,935.0,0.004,25,3.83458244800568,117.791347503662
Mixed island systems,1244.0,0.253,Sulawesi (Celebes),13,4.0,424,1036.0,0.004,24,2.34958302974701,125.407291412354
Temperate broad-leaf forests,602.0,0.395,Atlantic,05,2.0,209,555.0,0.004,09,53.2548809051514,4.98909544944763
Tropical humid forests,932.0,0.269,South Chinese Rainforest,01,4.0,406,868.0,0.004,06,22.0452527999878,113.360233306885
Mixed island systems,968.0,0.335,Cuban,13,8.0,839,732.0,0.004,39,20.5613708496094,-78.3919982910156
Mixed island systems,1413.0,0.301,Papuan,13,5.0,501,1231.0,0.004,01,-4.02065491676331,131.407051086426
Tundra communities,180.0,0.658,Higharctic Tundra,09,2.0,226,286.0,0.004,26,73.9426536560059,86.68115234375
Tropical humid forests,1242.0,0.26,Colombian Coastal,01,8.0,803,801.0,0.004,03,2.58501350879669,-78.3551483154297
Mixed island systems,1549.0,0.343,Papuan,13,5.0,501,1396.0,0.004,01,-9.76222515106201,161.956100463867
Sub-tropical / Temperate rain forests / Woodlands,1833.0,0.258,Valdivian Forest,02,8.0,810,1480.0,0.004,10,-45.104642868042,-73.3990783691406
Tundra communities,189.0,0.434,Higharctic Tundra,09,2.0,226,288.0,0.004,26,73.7294692993164,86.8945236206055
Tropical humid forests,1239.0,0.363,Colombian Coastal,01,8.0,803,799.0,0.004,03,2.65253412723541,-77.8109817504883
Tundra communities,344.0,0.266,Alaskan Tundra,09,1.0,113,2.0,0.004,13,65.786750793457,-169.031318664551
Sub-tropical / Temperate rain forests / Woodlands,1947.0,0.265,Chilean Nothofagus,02,8.0,811,1580.0,0.004,11,-52.4235706329346,-73.9294471740723
Temperate broad-leaf forests,866.0,0.395,Austroriparian,05,1.0,106,695.0,0.004,06,26.4654483795166,-82.1098403930664
Evergreen Sclerophyllous forests,1755.0,0.326,Southern Sclerophyll,06,6.0,605,2005.0,0.004,05,-32.2808456420898,133.60164642334
Evergreen Sclerophyllous forests,1760.0,0.374,Southern Sclerophyll,06,6.0,605,1643.0,0.004,05,-35.0075092315674,136.139953613281
Evergreen Sclerophyllous forests,1757.0,0.247,Chilean Sclerophyll,06,8.0,823,1436.0,0.004,23,-33.7299518585205,-80.7370376586914
Evergreen Sclerophyllous forests,1758.0,0.257,Southern Sclerophyll,06,6.0,605,2005.0,0.004,05,-33.7343139648438,134.509956359863
Mixed island systems,1418.0,0.269,Papuan,13,5.0,501,1234.0,0.005,01,-4.09014058113098,145.066352844238
Sub-tropical / Temperate rain forests / Woodlands,1831.0,0.321,Valdivian Forest,02,8.0,810,1476.0,0.005,10,-44.9269123077393,-74.3867073059082
Mixed island systems,1411.0,0.287,Sulawesi (Celebes),13,4.0,424,1227.0,0.005,24,-3.86152851581573,127.187297821045
Tropical humid forests,1022.0,0.688,Indochinese Rainforest,01,4.0,405,879.0,0.005,05,16.4606637954712,107.791435241699
Sub-tropical / Temperate rain forests / Woodlands,1941.0,0.36,Chilean Nothofagus,02,8.0,811,1573.0,0.005,11,-52.101432800293,-74.1630783081055
Tropical humid forests,1231.0,0.308,Colombian Coastal,01,8.0,803,797.0,0.005,03,3.28118240833282,-77.4964637756348
Tropical humid forests,1240.0,0.404,Colombian Coastal,01,8.0,803,800.0,0.005,03,2.63198244571686,-77.8486213684082
Tropical humid forests,1119.0,0.279,Guyanan,01,8.0,804,782.0,0.005,04,10.770920753479,-63.9477729797363
Mixed island systems,1027.0,0.307,Philippines,13,4.0,426,1849.0,0.005,26,16.2867021560669,119.967128753662
Tundra communities,118.0,0.446,Higharctic Tundra,09,2.0,226,316.0,0.005,26,77.2720413208008,105.883102416992
Mixed island systems,1230.0,0.301,Borneo,13,4.0,425,942.0,0.005,25,3.30888795852661,117.470947265625
Mixed island systems,1243.0,0.284,Papuan,13,5.0,501,1037.0,0.005,01,2.34527695178986,128.153694152832
Temperate broad-leaf forests,600.0,0.318,British Islands,05,2.0,208,513.0,0.005,08,53.2768115997314,-4.62535786628723
Mixed mountain systems,466.0,0.58,Scottish Highlands,12,2.0,231,1761.0,0.005,31,59.286247253418,-2.95022892951965
Tropical dry forests / Woodlands,1032.0,0.319,Mahanadian,04,4.0,411,856.0,0.005,11,15.785728931427,80.9315986633301
Tundra communities,607.0,0.278,Aleutian Islands,09,1.0,112,388.0,0.005,12,52.9857730865479,-169.708267211914
Evergreen Sclerophyllous forests,797.0,0.335,Californian,06,1.0,107,1816.0,0.005,07,33.2487010955811,-119.493705749512
Mixed island systems,1772.0,0.271,,13,,-1,1642.0,0.005,,-39.0102291107178,75.8891792297363
Tropical humid forests,1093.0,0.412,Indochinese Rainforest,01,4.0,405,894.0,0.005,05,11.6635785102844,102.564434051514
Tundra communities,581.0,0.45,Aleutian Islands,09,1.0,112,385.0,0.005,12,54.0625839233398,-165.369834899902
Mixed mountain systems,469.0,0.279,Scottish Highlands,12,2.0,231,1764.0,0.005,31,59.2019367218018,-2.77619981765747
Mixed island systems,1114.0,0.284,Philippines,13,4.0,426,1000.0,0.005,26,10.8493857383728,121.047035217285
Tundra communities,373.0,0.351,Canadian Tundra,09,1.0,114,1710.0,0.005,14,63.4653587341309,-90.6776847839355
Mixed island systems,1416.0,0.293,Papuan,13,5.0,501,1366.0,0.005,01,-4.08444619178772,153.623542785645
Evergreen Sclerophyllous forests,737.0,0.274,Mediterranean Sclerophyll,06,2.0,217,571.0,0.005,17,39.1371269226074,8.26300477981567
Temperate needle-leaf forests / Woodlands,451.0,0.413,West Eurasian Taiga,03,2.0,203,1746.0,0.005,03,60.0570335388184,5.2121217250824
Sub-tropical / Temperate rain forests / Woodlands,1896.0,0.339,Chilean Nothofagus,02,8.0,811,1538.0,0.005,11,-50.297306060791,-74.6628761291504
Tundra communities,208.0,0.35,Higharctic Tundra,09,2.0,226,1696.0,0.005,26,73.0478668212891,119.638465881348
Mixed island systems,1498.0,0.272,Lesser Sunda Islands,13,4.0,423,1292.0,0.005,23,-8.06555986404419,127.192600250244
Tundra communities,58.0,0.659,Arctic Desert,09,2.0,225,250.0,0.005,25,80.3368263244629,52.3478183746338
Temperate needle-leaf forests / Woodlands,381.0,0.305,West Eurasian Taiga,03,2.0,203,215.0,0.005,03,63.1899452209473,8.24134302139282
Mixed island systems,1255.0,0.274,Sumatra,13,4.0,421,952.0,0.005,21,2.06180453300476,97.1072311401367
Sub-tropical / Temperate rain forests / Woodlands,1889.0,0.319,Chilean Nothofagus,02,8.0,811,1530.0,0.005,11,-49.2271595001221,-75.1812782287598
Tundra communities,168.0,0.768,Higharctic Tundra,09,2.0,226,280.0,0.005,26,74.4107933044434,85.386890411377
Temperate needle-leaf forests / Woodlands,449.0,0.303,West Eurasian Taiga,03,2.0,203,1744.0,0.005,03,60.115650177002,5.9659903049469
Tundra communities,209.0,0.328,Higharctic Tundra,09,2.0,226,341.0,0.005,26,73.0468788146973,122.254627227783
